Clientnumber,Customer,Subscription type,Bookingsdata,Revenuetype,Description,Revenue,Percentage of total monthly revenue,Company revenue total (month),Year,Month,Lag_1,Lag_6,MA_6
11.0,13,0,2022-07-31,1,43,19004.551725,0.0365,520672.65,2022,7,18833.207584999996,12774.54521,14920.0285325
11.0,13,0,2022-08-31,1,121,19290.623395,0.0365,528510.23,2022,8,19004.551725,12779.77931,16005.169213333333
11.0,13,0,2022-09-30,1,121,19086.91726,0.0365,522929.24,2022,9,19290.623395,13158.064579999998,16993.311326666666
11.0,13,0,2022-10-31,1,121,20553.987674999997,0.0365,563122.95,2022,10,19086.91726,12788.403894999998,18287.575289999997
11.0,13,0,2022-11-30,1,43,20281.600585,0.0365,555660.29,2022,11,20553.987674999997,12956.1641,19508.481370833335
11.0,13,0,2022-12-31,1,121,19505.762059999997,0.0365,534404.44,2022,12,20281.600585,18833.207584999996,19620.573783333333
11.0,13,0,2023-01-31,1,43,20955.457015,0.0365,574122.11,2023,1,19505.762059999997,19004.551725,19945.724664999998
11.0,13,0,2023-02-28,1,353,21427.945499999998,0.0365,587067.0,2023,2,20955.457015,19290.623395,20301.94501583333
11.0,13,0,2023-03-31,1,43,22165.02796,0.0365,607261.04,2023,3,21427.945499999998,19086.91726,20814.963465833334
11.0,13,0,2023-04-30,1,43,22892.833945000002,0.0365,627200.93,2023,4,22165.02796,20553.987674999997,21204.771177500003
11.0,13,0,2023-05-31,1,353,23471.146514999997,0.0365,643045.11,2023,5,22892.833945000002,20281.600585,21736.362165833332
11.0,13,0,2023-06-30,1,275,23520.432464999998,0.0365,644395.41,2023,6,23471.146514999997,19505.762059999997,22405.473899999997
11.0,13,0,2023-07-31,1,225,23498.720805,0.0365,643800.5700000001,2023,7,23520.432464999998,20955.457015,22829.351198333334
11.0,13,0,2023-08-31,1,75,23988.025569999994,0.0365,657206.1799999999,2023,8,23498.720805,21427.945499999998,23256.03121
11.0,13,0,2023-09-30,1,252,24771.736779999996,0.0365,678677.72,2023,9,23988.025569999994,22165.02796,23690.482679999997
11.0,13,0,2023-10-31,1,75,24890.46909,0.0365,681930.66,2023,10,24771.736779999996,22892.833945000002,24023.421870833332
11.0,13,0,2023-11-30,1,207,24592.14072,0.0365,673757.28,2023,11,24890.46909,23471.146514999997,24210.25423833333
11.0,13,0,2023-12-31,1,376,24779.964974999995,0.0365,678903.1499999999,2023,12,24592.14072,23520.432464999998,24420.17632333333
11.0,13,0,2024-01-31,1,47,26388.978779999998,0.0365,722985.72,2024,1,24779.964974999995,23498.720805,24901.88598583333
11.0,13,0,2024-02-29,1,200,26569.411054999997,0.0365,727929.07,2024,2,26388.978779999998,23988.025569999994,25332.116899999997
11.0,13,0,2024-03-31,1,199,27745.597640000004,0.0365,760153.3600000001,2024,3,26569.411054999997,24771.736779999996,25827.76037666666
11.0,13,0,2024-04-30,1,215,27538.213035,0.0365,754471.5900000001,2024,4,27745.597640000004,24890.46909,26269.051034166663
11.0,13,0,2024-05-31,1,67,28459.353315,0.0365,779708.31,2024,5,27538.213035,24592.14072,26913.586466666664
11.0,13,0,2024-06-30,1,406,28087.075215,0.0365,769508.91,2024,6,28459.353315,24779.964974999995,27464.771506666668
11.0,13,0,2024-07-31,1,156,29335.094165000002,0.0365,803701.2100000001,2024,7,28087.075215,26388.978779999998,27955.790737500003
11.0,13,0,2024-08-31,1,209,29513.362354999997,0.0365,808585.27,2024,8,29335.094165000002,26569.411054999997,28446.4492875
11.0,13,0,2024-09-30,1,220,30065.533259999997,0.0365,823713.24,2024,9,29513.362354999997,27745.597640000004,28833.105224166666
12.0,28,0,2020-01-31,1,211,12098.084856000001,0.0689,175589.04,2020,1,30065.533259999997,27538.213035,26259.750527666663
12.0,28,0,2020-02-29,1,212,12946.925277,0.0689,187908.93,2020,2,12098.084856000001,28459.353315,23674.345854666666
12.0,28,0,2020-03-31,1,66,13293.070609,0.0689,192932.81,2020,3,12946.925277,28087.075215,21208.678420333334
12.0,28,0,2020-04-30,1,409,13294.292895,0.0689,192950.55,2020,4,13293.070609,29335.094165000002,18535.211542
12.0,28,0,2020-05-31,1,158,13691.103842,0.0689,198709.78,2020,5,13294.292895,29513.362354999997,15898.168456500001
12.0,28,0,2020-06-30,1,206,13721.604494,0.0689,199152.46,2020,6,13691.103842,30065.533259999997,13174.180328833334
12.0,28,0,2020-07-31,1,198,14145.974063000001,0.0689,205311.67,2020,7,13721.604494,12098.084856000001,13515.495196666669
12.0,28,0,2020-08-31,1,375,14804.429315000001,0.0689,214868.35,2020,8,14145.974063000001,12946.925277,13825.079203000001
12.0,28,0,2020-09-30,1,47,15460.934008,0.0689,224396.72,2020,9,14804.429315000001,13293.070609,14186.3897695
12.0,28,0,2020-10-31,1,207,15834.07436,0.0689,229812.4,2020,10,15460.934008,13294.292895,14609.686680333332
12.0,28,0,2020-11-30,1,61,15976.762815000002,0.0689,231883.35,2020,11,15834.07436,13691.103842,14990.6298425
12.0,28,0,2020-12-31,1,375,17038.185918,0.0689,247288.62,2020,12,15976.762815000002,13721.604494,15543.393413166667
12.0,28,0,2021-01-31,1,207,17319.787797,0.0689,251375.73,2021,1,17038.185918,14145.974063000001,16072.362368833334
12.0,28,0,2021-02-28,1,207,17652.744291000003,0.0689,256208.19,2021,2,17319.787797,14804.429315000001,16547.0815315
12.0,28,0,2021-03-31,1,61,17987.587956000003,0.0689,261068.04,2021,3,17652.744291000003,15460.934008,16968.190522833334
12.0,28,0,2021-04-30,1,61,18538.391781,0.0689,269062.29,2021,4,17987.587956000003,15834.07436,17418.910093000002
12.0,28,0,2021-05-31,1,207,19131.244587,0.0689,277666.83,2021,5,18538.391781,15976.762815000002,17944.657055
12.0,28,0,2021-06-30,1,207,19626.448179,0.0689,284854.11,2021,6,19131.244587,17038.185918,18376.034098500004
12.0,28,0,2021-07-31,1,207,20439.65352,0.0689,296656.8,2021,7,19626.448179,17319.787797,18896.011719
12.0,28,0,2021-08-31,1,5,20682.386842000004,0.0689,300179.78,2021,8,20439.65352,17652.744291000003,19400.95214416667
12.0,28,0,2021-09-30,1,14,21164.12324,0.0689,307171.6,2021,9,20682.386842000004,17987.587956000003,19930.3746915
12.0,28,0,2021-10-31,1,78,22177.467922999997,0.0689,321879.06999999995,2021,10,21164.12324,18538.391781,20536.887381833334
12.0,28,0,2021-11-30,1,75,23088.904683,0.0689,335107.47,2021,11,22177.467922999997,19131.244587,21196.497397833333
12.0,28,0,2021-12-31,1,252,23945.456392000004,0.0689,347539.28,2021,12,23088.904683,19626.448179,21916.3321
12.0,28,0,2022-01-31,1,129,24114.141506000004,0.0689,349987.54000000004,2022,1,23945.456392000004,20439.65352,22528.746764333337
12.0,28,0,2022-02-28,1,75,24124.021766,0.0689,350130.94,2022,2,24114.141506000004,20682.386842000004,23102.352585
12.0,28,0,2022-03-31,1,252,24838.099987999998,0.0689,360494.92,2022,3,24124.021766,21164.12324,23714.682042999997
12.0,28,0,2022-04-30,1,138,24140.302147,0.0689,350367.23,2022,4,24838.099987999998,22177.467922999997,24041.821080333335
12.0,28,0,2022-05-31,1,76,24456.978260000004,0.0689,354963.4,2022,5,24140.302147,23088.904683,24269.83334316667
12.0,28,0,2022-06-30,1,252,35550.904181,0.0689,515978.29,2022,6,24456.978260000004,23945.456392000004,26204.074641333336
12.0,28,0,2022-07-31,1,138,35874.345585,0.0689,520672.65,2022,7,35550.904181,24114.141506000004,28164.1086545
12.0,28,0,2022-08-31,1,12,36414.354847,0.0689,528510.23,2022,8,35874.345585,24124.021766,30212.497501333335
12.0,28,0,2022-09-30,1,423,36029.824636,0.0689,522929.24,2022,9,36414.354847,24838.099987999998,32077.78494266667
12.0,28,0,2022-10-31,1,155,38799.171255,0.0689,563122.95,2022,10,36029.824636,24140.302147,34520.929794
12.0,28,0,2022-11-30,1,75,38284.99398100001,0.0689,555660.29,2022,11,38799.171255,24456.978260000004,36825.59908083334
12.0,28,0,2022-12-31,1,252,36820.465916,0.0689,534404.44,2022,12,38284.99398100001,35550.904181,37037.192703333334
12.0,28,0,2023-01-31,1,15,39557.013379,0.0689,574122.11,2023,1,36820.465916,35874.345585,37650.970669
12.0,28,0,2023-02-28,1,423,40448.916300000004,0.0689,587067.0,2023,2,39557.013379,36414.354847,38323.39757783333
12.0,28,0,2023-03-31,1,154,41840.28565600001,0.0689,607261.04,2023,3,40448.916300000004,36029.824636,39291.807747833336
12.0,28,0,2023-04-30,1,98,43214.144077000004,0.0689,627200.93,2023,4,41840.28565600001,38799.171255,40027.6365515
12.0,28,0,2023-05-31,1,247,44305.808079,0.0689,643045.11,2023,5,43214.144077000004,38284.99398100001,41031.105567833336
12.0,28,0,2023-06-30,1,424,44398.84374900001,0.0689,644395.41,2023,6,44305.808079,36820.465916,42294.168540000006
12.0,28,0,2023-07-31,1,154,44357.85927300001,0.0689,643800.5700000001,2023,7,44398.84374900001,39557.013379,43094.309522333344
12.0,28,0,2023-08-31,1,104,45281.505802,0.0689,657206.1799999999,2023,8,44357.85927300001,40448.916300000004,43899.741106
12.0,28,0,2023-09-30,1,424,46760.894908,0.0689,678677.72,2023,9,45281.505802,41840.28565600001,44719.84264800001
12.0,28,0,2023-10-31,1,145,46985.022474000005,0.0689,681930.66,2023,10,46760.894908,43214.144077000004,45348.322380833335
12.0,28,0,2023-11-30,1,335,46421.876592,0.0689,673757.28,2023,11,46985.022474000005,44305.808079,45701.00046633333
12.0,28,0,2023-12-31,1,324,46776.42703499999,0.0689,678903.1499999999,2023,12,46421.876592,44398.84374900001,46097.26434733334
12.0,28,0,2024-01-31,1,323,49813.716108,0.0689,722985.72,2024,1,46776.42703499999,44357.85927300001,47006.573819833335
12.0,28,0,2024-02-29,1,325,50154.312923,0.0689,727929.07,2024,2,49813.716108,45281.505802,47818.70833999999
12.0,28,0,2024-03-31,1,311,52374.56650400001,0.0689,760153.3600000001,2024,3,50154.312923,46760.894908,48754.320272666664
12.0,28,0,2024-04-30,1,326,51983.09255100001,0.0689,754471.5900000001,2024,4,52374.56650400001,46985.022474000005,49587.33195216666
12.0,28,0,2024-05-31,1,396,53721.90255900001,0.0689,779708.31,2024,5,51983.09255100001,46421.876592,50804.00294666667
12.0,28,0,2024-06-30,1,326,53019.16389900001,0.0689,769508.91,2024,6,53721.90255900001,46776.42703499999,51844.45909066667
12.0,28,0,2024-07-31,1,311,55375.01336900001,0.0689,803701.2100000001,2024,7,53019.16389900001,49813.716108,52771.34196750001
12.0,28,0,2024-08-31,1,311,55711.52510300001,0.0689,808585.27,2024,8,55375.01336900001,50154.312923,53697.54399750001
12.0,28,0,2024-09-30,1,326,56753.842236000004,0.0689,823713.24,2024,9,55711.52510300001,52374.56650400001,54427.423286166675
13.0,31,0,2020-01-31,1,311,3599.5753200000004,0.0205,175589.04,2020,1,56753.842236000004,51983.09255100001,46363.50374766667
13.0,31,0,2020-02-29,1,311,3852.133065,0.0205,187908.93,2020,2,3599.5753200000004,53721.90255900001,38051.87549866667
13.0,31,0,2020-03-31,1,311,3955.122605,0.0205,192932.81,2020,3,3852.133065,53019.16389900001,29874.535283
13.0,31,0,2020-04-30,1,315,3955.4862749999998,0.0205,192950.55,2020,4,3955.122605,55375.01336900001,21304.61410066667
13.0,31,0,2020-05-31,1,329,4073.55049,0.0205,198709.78,2020,5,3955.4862749999998,55711.52510300001,12698.284998500001
13.0,31,0,2020-06-30,1,330,4082.62543,0.0205,199152.46,2020,6,4073.55049,56753.842236000004,3919.7488641666664
13.0,31,0,2020-07-31,1,321,4208.889235000001,0.0205,205311.67,2020,7,4082.62543,3599.5753200000004,4021.3011833333335
13.0,31,0,2020-08-31,1,316,4404.8011750000005,0.0205,214868.35,2020,8,4208.889235000001,3852.133065,4113.412535
13.0,31,0,2020-09-30,1,328,4600.13276,0.0205,224396.72,2020,9,4404.8011750000005,3955.122605,4220.9142275
13.0,31,0,2020-10-31,1,320,4711.1542,0.0205,229812.4,2020,10,4600.13276,3955.4862749999998,4346.858881666667
13.0,31,0,2020-11-30,1,317,4753.608675,0.0205,231883.35,2020,11,4711.1542,4073.55049,4460.201912500001
13.0,31,0,2020-12-31,1,319,5069.41671,0.0205,247288.62,2020,12,4753.608675,4082.62543,4624.667125833334
13.0,31,0,2021-01-31,1,326,5153.202465,0.0205,251375.73,2021,1,5069.41671,4208.889235000001,4782.052664166667
13.0,31,0,2021-02-28,1,311,5252.267895,0.0205,256208.19,2021,2,5153.202465,4404.8011750000005,4923.2971175
13.0,31,0,2021-03-31,1,327,5351.89482,0.0205,261068.04,2021,3,5252.267895,4600.13276,5048.5907941666665
13.0,31,0,2021-04-30,1,314,5515.776945,0.0205,269062.29,2021,4,5351.89482,4711.1542,5182.694585
13.0,31,0,2021-05-31,1,311,5692.170015000001,0.0205,277666.83,2021,5,5515.776945,4753.608675,5339.121475
13.0,31,0,2021-06-30,1,311,5839.509255,0.0205,284854.11,2021,6,5692.170015000001,5069.41671,5467.470232500001
13.0,31,0,2021-07-31,1,311,6081.4644,0.0205,296656.8,2021,7,5839.509255,5153.202465,5622.180555
13.0,31,0,2021-08-31,1,311,6153.685490000001,0.0205,300179.78,2021,8,6081.4644,5252.267895,5772.416820833333
13.0,31,0,2021-09-30,1,397,6297.0178,0.0205,307171.6,2021,9,6153.685490000001,5351.89482,5929.9373175
13.0,31,0,2021-10-31,1,341,6598.520935,0.0205,321879.06999999995,2021,10,6297.0178,5515.776945,6110.3946491666675
13.0,31,0,2021-11-30,1,341,6869.703135,0.0205,335107.47,2021,11,6598.520935,5692.170015000001,6306.650169166667
13.0,31,0,2021-12-31,1,334,7124.555240000001,0.0205,347539.28,2021,12,6869.703135,5839.509255,6520.8245
13.0,31,0,2022-01-31,1,341,7174.744570000001,0.0205,349987.54000000004,2022,1,7124.555240000001,6081.4644,6703.037861666668
13.0,31,0,2022-02-28,1,311,7177.684270000001,0.0205,350130.94,2022,2,7174.744570000001,6153.685490000001,6873.704325
13.0,31,0,2022-03-31,1,318,7390.14586,0.0205,360494.92,2022,3,7177.684270000001,6297.0178,7055.892335
13.0,31,0,2022-04-30,1,322,7182.528215,0.0205,350367.23,2022,4,7390.14586,6598.520935,7153.2268816666665
13.0,31,0,2022-05-31,1,326,7276.749700000001,0.0205,354963.4,2022,5,7182.528215,6869.703135,7221.0679758333345
13.0,31,0,2022-06-30,1,341,10577.554945,0.0205,515978.29,2022,6,7276.749700000001,7124.555240000001,7796.5679266666675
13.0,31,0,2022-07-31,1,341,10673.789325000002,0.0205,520672.65,2022,7,10577.554945,7174.744570000001,8379.7420525
13.0,31,0,2022-08-31,1,341,10834.459715,0.0205,528510.23,2022,8,10673.789325000002,7177.684270000001,8989.204626666668
13.0,31,0,2022-09-30,1,311,10720.04942,0.0205,522929.24,2022,9,10834.459715,7390.14586,9544.188553333333
13.0,31,0,2022-10-31,1,310,11544.020475,0.0205,563122.95,2022,10,10720.04942,7182.528215,10271.10393
13.0,31,0,2022-11-30,1,341,11391.035945000001,0.0205,555660.29,2022,11,11544.020475,7276.749700000001,10956.818304166669
13.0,31,0,2022-12-31,1,311,10955.291019999999,0.0205,534404.44,2022,12,11391.035945000001,10577.554945,11019.774316666668
13.0,31,0,2023-01-31,1,396,11769.503255,0.0205,574122.11,2023,1,10955.291019999999,10673.789325000002,11202.393305
13.0,31,0,2023-02-28,1,313,12034.8735,0.0205,587067.0,2023,2,11769.503255,10834.459715,11402.462269166666
13.0,31,0,2023-03-31,1,341,12448.851320000002,0.0205,607261.04,2023,3,12034.8735,10720.04942,11690.595919166668
13.0,31,0,2023-04-30,1,312,12857.619065,0.0205,627200.93,2023,4,12448.851320000002,11544.020475,11909.5290175
13.0,31,0,2023-05-31,1,341,13182.424755,0.0205,643045.11,2023,5,12857.619065,11391.035945000001,12208.093819166666
13.0,31,0,2023-06-30,1,420,13210.105905,0.0205,644395.41,2023,6,13182.424755,10955.291019999999,12583.8963
13.0,31,0,2023-07-31,1,419,13197.911685000003,0.0205,643800.5700000001,2023,7,13210.105905,11769.503255,12821.964371666667
13.0,31,0,2023-08-31,1,422,13472.72669,0.0205,657206.1799999999,2023,8,13197.911685000003,12034.8735,13061.606570000002
13.0,31,0,2023-09-30,1,421,13912.89326,0.0205,678677.72,2023,9,13472.72669,12448.851320000002,13305.61356
13.0,31,0,2023-10-31,1,421,13979.57853,0.0205,681930.66,2023,10,13912.89326,12857.619065,13492.606804166668
13.0,31,0,2023-11-30,1,103,13812.02424,0.0205,673757.28,2023,11,13979.57853,13182.424755,13597.540051666669
13.0,31,0,2023-12-31,1,252,13917.514575,0.0205,678903.1499999999,2023,12,13812.02424,13210.105905,13715.441496666666
13.0,31,0,2024-01-31,1,266,14821.20726,0.0205,722985.72,2024,1,13917.514575,13197.911685000003,13985.990759166669
13.0,31,0,2024-02-29,1,392,14922.545935,0.0205,727929.07,2024,2,14821.20726,13472.72669,14227.6273
13.0,31,0,2024-03-31,1,393,15583.143880000003,0.0205,760153.3600000001,2024,3,14922.545935,13912.89326,14506.002403333334
13.0,31,0,2024-04-30,1,44,15466.667595000003,0.0205,754471.5900000001,2024,4,15583.143880000003,13979.57853,14753.850580833334
13.0,31,0,2024-05-31,1,45,15984.020355000002,0.0205,779708.31,2024,5,15466.667595000003,13812.02424,15115.849933333337
13.0,31,0,2024-06-30,1,143,15774.932655,0.0205,769508.91,2024,6,15984.020355000002,13917.514575,15425.419613333333
13.0,31,0,2024-07-31,1,69,16475.874805000003,0.0205,803701.2100000001,2024,7,15774.932655,14821.20726,15701.197537500002
13.0,31,0,2024-08-31,1,379,16575.998035,0.0205,808585.27,2024,8,16475.874805000003,14922.545935,15976.772887500001
13.0,31,0,2024-09-30,1,271,16886.12142,0.0205,823713.24,2024,9,16575.998035,15583.143880000003,16193.935810833334
14.0,33,0,2020-01-31,1,415,3459.104088,0.0197,175589.04,2020,1,16886.12142,15466.667595000003,14192.675226333335
14.0,33,0,2020-02-29,1,414,3701.8059209999997,0.0197,187908.93,2020,2,3459.104088,15984.020355000002,12145.639487333336
14.0,33,0,2020-03-31,1,70,3800.7763569999997,0.0197,192932.81,2020,3,3701.8059209999997,15774.932655,10149.946771
14.0,33,0,2020-04-30,1,71,3801.1258349999994,0.0197,192950.55,2020,4,3800.7763569999997,16475.874805000003,8037.488609333333
14.0,33,0,2020-05-31,1,416,3914.582666,0.0197,198709.78,2020,5,3801.1258349999994,16575.998035,5927.2527144999995
14.0,33,0,2020-06-30,1,416,3923.3034619999994,0.0197,199152.46,2020,6,3914.582666,16886.12142,3766.783054833333
14.0,33,0,2020-07-31,1,417,4044.639899,0.0197,205311.67,2020,7,3923.3034619999994,3459.104088,3864.3723566666663
14.0,33,0,2020-08-31,1,417,4232.906495,0.0197,214868.35,2020,8,4044.639899,3701.8059209999997,3952.8891189999995
14.0,33,0,2020-09-30,1,418,4420.615384,0.0197,224396.72,2020,9,4232.906495,3800.7763569999997,4056.1956235
14.0,33,0,2020-10-31,1,418,4527.304279999999,0.0197,229812.4,2020,10,4420.615384,3801.1258349999994,4177.225364333333
14.0,33,0,2020-11-30,1,16,4568.101995,0.0197,231883.35,2020,11,4527.304279999999,3914.582666,4286.1452524999995
14.0,33,0,2020-12-31,1,272,4871.585814,0.0197,247288.62,2020,12,4568.101995,3923.3034619999994,4444.1923111666665
14.0,33,0,2021-01-31,1,361,4952.101881,0.0197,251375.73,2021,1,4871.585814,4044.639899,4595.435974833334
14.0,33,0,2021-02-28,1,360,5047.301343,0.0197,256208.19,2021,2,4952.101881,4232.906495,4731.1684495
14.0,33,0,2021-03-31,1,337,5143.040387999999,0.0197,261068.04,2021,3,5047.301343,4420.615384,4851.572616833333
14.0,33,0,2021-04-30,1,336,5300.527112999999,0.0197,269062.29,2021,4,5143.040387999999,4527.304279999999,4980.443088999999
14.0,33,0,2021-05-31,1,197,5470.036551,0.0197,277666.83,2021,5,5300.527112999999,4568.101995,5130.765515
14.0,33,0,2021-06-30,1,252,5611.625966999999,0.0197,284854.11,2021,6,5470.036551,4871.585814,5254.1055405
14.0,33,0,2021-07-31,1,236,5844.138959999999,0.0197,296656.8,2021,7,5611.625966999999,4952.101881,5402.778386999999
14.0,33,0,2021-08-31,1,386,5913.541666,0.0197,300179.78,2021,8,5844.138959999999,5047.301343,5547.151774166666
14.0,33,0,2021-09-30,1,380,6051.280519999999,0.0197,307171.6,2021,9,5913.541666,5143.040387999999,5698.525129499999
14.0,33,0,2021-10-31,1,271,6341.017678999999,0.0197,321879.06999999995,2021,10,6051.280519999999,5300.527112999999,5871.940223833332
14.0,33,0,2021-11-30,1,267,6601.617158999999,0.0197,335107.47,2021,11,6341.017678999999,5470.036551,6060.536991833332
14.0,33,0,2021-12-31,1,229,6846.523816,0.0197,347539.28,2021,12,6601.617158999999,5611.625966999999,6266.353299999999
14.0,33,0,2022-01-31,1,230,6894.754538,0.0197,349987.54000000004,2022,1,6846.523816,5844.138959999999,6441.455896333333
14.0,33,0,2022-02-28,1,194,6897.579518,0.0197,350130.94,2022,2,6894.754538,5913.541666,6605.462205
14.0,33,0,2022-03-31,1,66,7101.749923999999,0.0197,360494.92,2022,3,6897.579518,6051.280519999999,6780.540438999999
14.0,33,0,2022-04-30,1,66,6902.234430999999,0.0197,350367.23,2022,4,7101.749923999999,6341.017678999999,6874.0765643333325
14.0,33,0,2022-05-31,1,66,6992.77898,0.0197,354963.4,2022,5,6902.234430999999,6601.617158999999,6939.270201166666
14.0,33,0,2022-06-30,1,79,10164.772313,0.0197,515978.29,2022,6,6992.77898,6846.523816,7492.311617333333
14.0,33,0,2022-07-31,1,79,10257.251205,0.0197,520672.65,2022,7,10164.772313,6894.754538,8052.727728499999
14.0,33,0,2022-08-31,1,79,10411.651531,0.0197,528510.23,2022,8,10257.251205,6897.579518,8638.406397333332
14.0,33,0,2022-09-30,1,157,10301.706027999999,0.0197,522929.24,2022,9,10411.651531,7101.749923999999,9171.732414666667
14.0,33,0,2022-10-31,1,157,11093.522114999998,0.0197,563122.95,2022,10,10301.706027999999,6902.234430999999,9870.280362
14.0,33,0,2022-11-30,1,157,10946.507713,0.0197,555660.29,2022,11,11093.522114999998,6992.77898,10529.235150833332
14.0,33,0,2022-12-31,1,309,10527.767467999998,0.0197,534404.44,2022,12,10946.507713,10164.772313,10589.734343333332
14.0,33,0,2023-01-31,1,160,11310.205566999999,0.0197,574122.11,2023,1,10527.767467999998,10257.251205,10765.226736999999
14.0,33,0,2023-02-28,1,260,11565.2199,0.0197,587067.0,2023,2,11310.205566999999,10411.651531,10957.488131833334
14.0,33,0,2023-03-31,1,102,11963.042488,0.0197,607261.04,2023,3,11565.2199,10301.706027999999,11234.377541833332
14.0,33,0,2023-04-30,1,87,12355.858321,0.0197,627200.93,2023,4,11963.042488,11093.522114999998,11444.7669095
14.0,33,0,2023-05-31,1,207,12667.988667,0.0197,643045.11,2023,5,12355.858321,10946.507713,11731.680401833333
14.0,33,0,2023-06-30,1,175,12694.589577,0.0197,644395.41,2023,6,12667.988667,10527.767467999998,12092.81742
14.0,33,0,2023-07-31,1,222,12682.871229,0.0197,643800.5700000001,2023,7,12694.589577,11310.205566999999,12321.595030333332
14.0,33,0,2023-08-31,1,102,12946.961745999997,0.0197,657206.1799999999,2023,8,12682.871229,11565.2199,12551.885338
14.0,33,0,2023-09-30,1,221,13369.951083999998,0.0197,678677.72,2023,9,12946.961745999997,11963.042488,12786.370104
14.0,33,0,2023-10-31,1,303,13434.034002,0.0197,681930.66,2023,10,13369.951083999998,12355.858321,12966.066050833333
14.0,33,0,2023-11-30,1,160,13273.018415999999,0.0197,673757.28,2023,11,13434.034002,12667.988667,13066.904342333333
14.0,33,0,2023-12-31,1,218,13374.392054999997,0.0197,678903.1499999999,2023,12,13273.018415999999,12694.589577,13180.20475533333
14.0,33,0,2024-01-31,1,252,14242.818683999998,0.0197,722985.72,2024,1,13374.392054999997,12682.871229,13440.195997833333
14.0,33,0,2024-02-29,1,85,14340.202678999998,0.0197,727929.07,2024,2,14242.818683999998,12946.961745999997,13672.402819999998
14.0,33,0,2024-03-31,1,190,14975.021192000002,0.0197,760153.3600000001,2024,3,14340.202678999998,13369.951083999998,13939.914504666665
14.0,33,0,2024-04-30,1,66,14863.090323,0.0197,754471.5900000001,2024,4,14975.021192000002,13434.034002,14178.090558166667
14.0,33,0,2024-05-31,1,79,15360.253707,0.0197,779708.31,2024,5,14863.090323,13273.018415999999,14525.963106666664
14.0,33,0,2024-06-30,1,406,15159.325526999999,0.0197,769508.91,2024,6,15360.253707,13374.392054999997,14823.452018666669
14.0,33,0,2024-07-31,1,411,15832.913837,0.0197,803701.2100000001,2024,7,15159.325526999999,14242.818683999998,15088.467877500001
14.0,33,0,2024-08-31,1,170,15929.129819,0.0197,808585.27,2024,8,15832.913837,14340.202678999998,15353.2890675
14.0,33,0,2024-09-30,1,178,16227.150827999998,0.0197,823713.24,2024,9,15929.129819,14975.021192000002,15561.977340166666
15.0,20,0,2020-01-31,1,128,13081.38348,0.0745,175589.04,2020,1,16227.150827999998,14863.090323,15265.026199666667
15.0,20,0,2020-02-29,1,304,13999.215284999998,0.0745,187908.93,2020,2,13081.38348,15360.253707,15038.186462666667
15.0,20,0,2020-03-31,1,183,14373.494345,0.0745,192932.81,2020,3,13999.215284999998,15159.325526999999,14907.214598999999
15.0,20,0,2020-04-30,1,258,14374.815974999998,0.0745,192950.55,2020,4,14373.494345,15832.913837,14664.198288666665
15.0,20,0,2020-05-31,1,88,14803.87861,0.0745,198709.78,2020,5,14374.815974999998,15929.129819,14476.656420499998
15.0,20,0,2020-06-30,1,187,14836.858269999999,0.0745,199152.46,2020,6,14803.87861,16227.150827999998,14244.940994166667
15.0,20,0,2020-07-31,1,204,15295.719415,0.0745,205311.67,2020,7,14836.858269999999,13081.38348,14613.99698333333
15.0,20,0,2020-08-31,1,217,16007.692074999999,0.0745,214868.35,2020,8,15295.719415,13999.215284999998,14948.743115
15.0,20,0,2020-09-30,1,221,16717.55564,0.0745,224396.72,2020,9,16007.692074999999,14373.494345,15339.4199975
15.0,20,0,2020-10-31,1,105,17121.0238,0.0745,229812.4,2020,10,16717.55564,14374.815974999998,15797.121301666666
15.0,20,0,2020-11-30,1,307,17275.309575,0.0745,231883.35,2020,11,17121.0238,14803.87861,16209.0264625
15.0,20,0,2020-12-31,1,146,18423.00219,0.0745,247288.62,2020,12,17275.309575,14836.858269999999,16806.717115833333
15.0,20,0,2021-01-31,1,210,18727.491885,0.0745,251375.73,2021,1,18423.00219,15295.719415,17378.679194166663
15.0,20,0,2021-02-28,1,355,19087.510155,0.0745,256208.19,2021,2,18727.491885,16007.692074999999,17891.982207499997
15.0,20,0,2021-03-31,1,248,19449.56898,0.0745,261068.04,2021,3,19087.510155,16717.55564,18347.317764166666
15.0,20,0,2021-04-30,1,85,20045.140604999997,0.0745,269062.29,2021,4,19449.56898,17121.0238,18834.670565
15.0,20,0,2021-05-31,1,186,20686.178835,0.0745,277666.83,2021,5,20045.140604999997,17275.309575,19403.148774999998
15.0,20,0,2021-06-30,1,218,21221.631194999998,0.0745,284854.11,2021,6,20686.178835,18423.00219,19869.5869425
15.0,20,0,2021-07-31,1,223,22100.9316,0.0745,296656.8,2021,7,21221.631194999998,18727.491885,20431.826895
15.0,20,0,2021-08-31,1,255,22363.393610000003,0.0745,300179.78,2021,8,22100.9316,19087.510155,20977.807470833333
15.0,20,0,2021-09-30,1,85,22884.2842,0.0745,307171.6,2021,9,22363.393610000003,19449.56898,21550.260007499997
15.0,20,0,2021-10-31,1,218,23979.990714999996,0.0745,321879.06999999995,2021,10,22884.2842,20045.140604999997,22206.068359166664
15.0,20,0,2021-11-30,1,259,24965.506514999997,0.0745,335107.47,2021,11,23979.990714999996,20686.178835,22919.28963916666
